name,county,city,state,zip,phone,website,facebook,twitter,has_email,address
Grant County Health Unit,Grant,Sheridan,AR,72150,(870) 942-3157,https://www.healthy.arkansas.gov/health-units/detail/grant-county-health-unit-sheridan,,,True,"700 E Center St Sheridan, AR 72150-2514"
Greene County Health Unit,Greene,Paragould,AR,72450,(870) 236-7782,https://www.healthy.arkansas.gov/health-units/detail/greene-county-health-unit-paragould,,,True,"801 Goldsmith Rd Paragould, AR 72450-9509"
Hempstead County Health Unit,Hempstead,Hope,AR,71801,(870) 777-2191,https://www.healthy.arkansas.gov/health-units/detail/hempstead-county-health-unit-hope,,,True,"808 W 5Th St Hope, AR 71801-5020"
Hot Spring County Health Unit,Hot Spring,Malvern,AR,72104,(501) 332-6972,https://www.healthy.arkansas.gov/health-units/detail/hot-spring-county-health-unit-malvern,,,True,"2204 E Sullenberger Ave Malvern, AR 72104-4806"
Howard County Health Unit,Howard,Nashville,AR,71852,(870) 845-2208,https://www.healthy.arkansas.gov/health-units/detail/howard-county-health-unit-nashville,,,True,"201 E Hempstead St Ste 2 Nashville, AR 71852-2518"
Independence County Health Unit,Independence,Batesville,AR,72501,(870) 793-8847,https://www.healthy.arkansas.gov/health-units/detail/independence-county-health-unit-batesville,,,True,"120 Weaver Ave Batesville, AR 72501-7314"
Izard County Health Unit,Izard,Melbourne,AR,72556,(870) 368-7790,https://www.healthy.arkansas.gov/health-units/detail/izard-county-health-unit-melbourne,,,True,"149 Haley St Melbourne, AR 72556"
Jackson County Health Unit,Jackson,Newport,AR,72112,(870) 523-8968,https://www.healthy.arkansas.gov/health-units/detail/jackson-county-health-unit-newport,,,True,"1505 N Pecan St Newport, AR 72112-2867"
Jefferson County Health Unit,Jefferson,Bluff,AR,71603,(870) 535-2142,https://www.healthy.arkansas.gov/health-units/detail/jefferson-county-health-unit-pine-bluff,,,True,"3801 S Hickory ST Pine Bluff, AR 71603-6304"
Johnson County Health Unit,Johnson,Clarksville,AR,72830,(479) 754-2949,https://www.healthy.arkansas.gov/health-units/detail/johnson-county-health-unit-clarksville,,,True,"6 Professional Park Dr Clarksville, AR 72830-4432"
Lafayette County Health Unit,Lafayette,Lewisville,AR,71845,(870) 921-5744,https://www.healthy.arkansas.gov/health-units/detail/lafayette-county-health-unit-lewisville,,,True,"1113 Chestnut St Lewisville, AR 71845-8513"
Lawrence County Health Unit,Lawrence,Ridge,AR,72476,(870) 886-3201,https://www.healthy.arkansas.gov/health-units/detail/lawrence-county-health-unit-walnut-ridge,,,True,"1050 W Free St Walnut Ridge, AR 72476-1752"
Lee County Health Unit,Lee,Marianna,AR,72360,(870) 295-2400,https://www.healthy.arkansas.gov/health-units/detail/lee-county-health-unit-marianna,,,True,"141 Hickory St Marianna, AR 72360"
Lincoln County Health Unit,Lincoln,City,AR,71667,(870) 628-5121,https://www.healthy.arkansas.gov/health-units/detail/lincoln-county-health-unit-star-city,,,True,"214 S Lincoln Ave Star City, AR 71667-5202"
Little River County Health Unit,Little River,Ashdown,AR,71822,(870) 898-3831,https://www.healthy.arkansas.gov/health-units/detail/little-river-county-health-unit-ashdown,,,True,"150 Keller St Ashdown, AR 71822-2810"
Lonoke County Health Units (Cabot & Lonoke),Lonoke County Health Units (Cabot & Lonoke),Lonoke,AR,72086,(501) 843-7561,https://www.healthy.arkansas.gov/health-units/detail/lonoke-county-health-unit-lonoke,,,True,"306 N Center ST Lonoke, AR 72086-2849"
Madison County Health Unit,Madison,Huntsville,AR,72740,(479) 738-2612,https://www.healthy.arkansas.gov/health-units/detail/madison-county-health-unit-huntsville,,,True,"709 N College ST Huntsville, AR 72740-8838"
Marion County Health Unit,Marion,Yellville,AR,72687,(870) 449-4259,https://www.healthy.arkansas.gov/health-units/detail/marion-county-health-unit-yellville,,,True,"707 AR-202 Yellville, AR 72687"
Miller County Health Unit,Miller,Texarkana,AR,71854,(870) 773-2108,https://www.healthy.arkansas.gov/health-units/detail/miller-county-health-unit-texarkana,,,True,"503 Walnut St Texarkana, AR 71854-5286"
Mississippi County Health Units (Blytheville & Osceola),Mississippi County Health Units (Blytheville & Osceola),Blytheville,AR,72315,(870) 763-7064,https://www.healthy.arkansas.gov/health-units/detail/mississippi-county-health-unit-blytheville,,,True,"1520 N Division ST Blytheville, AR 72315-1448"
Monroe County Health Unit,Monroe,Brinkley,AR,72021,(870) 734-1461,https://www.healthy.arkansas.gov/health-units/detail/monroe-county-health-unit-brinkley,,,True,"306 Dr Martin Luther King Dr Brinkley, AR 72021-2100"
Montgomery County Health Unit,Montgomery,Ida,AR,71957,(870) 867-2331,https://www.healthy.arkansas.gov/health-units/detail/montgomery-county-health-unit-mt.-ida,,,True,"346 Luzerne St Mount Ida, AR 71957"
Nevada County Health Unit,Nevada,Prescott,AR,71857,(870) 887-2004,https://www.healthy.arkansas.gov/health-units/detail/nevada-county-health-unit-prescott,,,True,"1501 W 1St St N Prescott, AR 71857-3309"
Newton County Health Unit,Newton,Jasper,AR,72641,(870) 446-2216,https://www.healthy.arkansas.gov/health-units/detail/newton-county-health-unit-jasper,,,True,"506 West Court Street Jasper, AR 72641"
Northeast Region Office,Northeast,Batesville,AR,72503,(501) 362-7581,,,,True,"PO BOX 4267 Batesville, AR 72503-4267"
Ouachita County Health Unit,Ouachita,Camden,AR,71701,(870) 836-5033,https://www.healthy.arkansas.gov/health-units/detail/ouachita-county-health-unit-camden,,,True,"740 California Ave Sw Camden, AR 71701-4606"
Perry County Health Unit,Perry,Perryville,AR,72126,(501) 889-5156,https://www.healthy.arkansas.gov/health-units/detail/perry-county-health-unit-perryville,,,True,"1039 N Fourche Ave Perryville, AR 72126-8545"
Phillips County Health Unit,Phillips,Helena,AR,72390,(870) 572-9028,https://www.healthy.arkansas.gov/health-units/detail/phillips-county-health-unit-helena-w.-helena,,,True,"PO Box 2626 West Helena, AR 72390-0626"
Pike County Health Unit,Pike,Murfreesboro,AR,71958,(870) 285-3154,https://www.healthy.arkansas.gov/health-units/detail/pike-county-health-unit-murfreesboro,,,True,"15 Caddo Drive Murfreesboro, AR 71958-0413"
"Poinsett County Health Units (Harrisburg, Marked Tree & Truman)","Poinsett County Health Units (Harrisburg, Marked Tree & Truman)",Tree,AR,72365,(870) 358-3615,https://www.healthy.arkansas.gov/health-units/detail/poinsett-county-health-unit-harrisburg,,,True,"102 Liberty ST Marked Tree, AR 72365-2231"
Polk County Health Unit,Polk,Mena,AR,71953,(479) 394-1597,https://www.healthy.arkansas.gov/health-units/detail/polk-county-health-unit-mena,,,True,"702 Hornbeck Ave Mena, AR 71953-4422"
Pope County Health Unit,Pope,Russellville,AR,72802,(479) 968-6004,https://www.healthy.arkansas.gov/health-units/detail/pope-county-health-unit-russellville,,,True,"203 Weir Rd Russellville, AR 72802-9405"
Prairie County Health Unit,Prairie,Arc,AR,72040,(870) 256-4430,https://www.healthy.arkansas.gov/health-units/detail/prairie-county-health-unit-des-arc,,,True,"204 Main St Des Arc, AR 72040-7902"
"Pulaski County Health Unit - (Southwest Little Rock, North Little Rock, Jacksonville, College Station)","Pulaski County Health Unit - (Southwest Little Rock, North Little Rock, Jacksonville, College Station)",Rock,AR,72204,(501) 565-9311,https://www.healthy.arkansas.gov/health-units/detail/pulaski-county-health-unit-southwest-little-rock,,,True,"3915 W 8th ST Little Rock, AR 72204-2028"
Randolph County Health Unit,Randolph,Pocahontas,AR,72455,(870) 892-5239,https://www.healthy.arkansas.gov/health-units/detail/randolph-county-health-unit-pocahontas,,,True,"407 Camp RD Pocahontas, AR 72455-1487"
Saline County Health Unit,Saline,Benton,AR,72015,(501) 303-5650,https://www.healthy.arkansas.gov/health-units/detail/saline-county-health-unit-benton,,,True,"1612 Edison Ave Benton, AR 72015-4630"
Scott County Health Unit,Scott,Waldron,AR,72958,(479) 637-2165,https://www.healthy.arkansas.gov/health-units/detail/scott-county-health-unit-waldron,,,True,"10 S Main St Waldron, AR 72958"
Searcy County Health Unit,Searcy,Marshall,AR,72650,(870) 448-3374,https://www.healthy.arkansas.gov/health-units/detail/searcy-county-health-unit-marshall,,,True,"742 Airport Rd Marshall, AR 72650-7603"
Sebastian County Health Unit,Sebastian,Smith,AR,72903,(479) 452-8600,https://www.healthy.arkansas.gov/health-units/detail/sebastian-county-health-unit-ft.-smith,,,True,"3112 S 70Th St Fort Smith, AR 72903-5068"
Sevier County Health Unit,Sevier,Queen,AR,71832,(870) 642-2535,https://www.healthy.arkansas.gov/health-units/detail/sevier-county-health-unit-dequeen,,,True,"304 N 4Th St De Queen, AR 71832-2829"
Sharp County Health Unit,Sharp,Flat,AR,72513,(870) 994-7364,https://www.healthy.arkansas.gov/health-units/detail/sharp-county-health-unit-ash-flat,,,True,"724 Ash Flat Dr Ash Flat, AR 72513-9103"
SouthWest Region Office,SouthWest,Texarkana,AR,71854,(870) 773-2108,,,,True,"503 Walnut St Texarkana, AR 71854-5286"
Southeast Region Office,Southeast,City,AR,72335,(870) 270-0200,,,,True,"1501 Dawson Rd Forrest City, AR 72335-2088"
St. Francis County Health Unit,St. Francis,City,AR,72335,(870) 633-1340,https://www.healthy.arkansas.gov/health-units/detail/st.-francis-county-health-unit-forrest-city,,,True,"413 N Division ST Forrest City, AR 72335-3231"
Stone County Health Unit,Stone,View,AR,72560,(870) 269-3308,https://www.healthy.arkansas.gov/health-units/detail/stone-county-health-unit-mountain-view,,,True,"204 Whitfield Ave Mountain View, AR 72560-9160"
Union County Health Unit,Union,Dorado,AR,71730,(870) 863-5101,https://www.healthy.arkansas.gov/health-units/detail/union-county-health-unit-el-dorado,,,True,"301 American Rd El Dorado, AR 71730-6554"
Van Buren County Health Unit,Van Buren,Clinton,AR,72031,(501) 745-2485,https://www.healthy.arkansas.gov/health-units/detail/van-buren-county-health-unit-clinton,,,True,"526 Quality Drive Clinton, AR 72031"
Washington County Health Units (Fayetteville & Springdale),Washington County Health Units (Fayetteville & Springdale),Springdale,AR,72764,(479) 927-3667,https://www.healthy.arkansas.gov/health-units/detail/washington-county-health-unit-fayetteville,,,True,"614 E Emma Ave Springdale, AR 72764-4634"
White County Health Units (Beebe & Searcy),White County Health Units (Beebe & Searcy),Beebe,AR,72012,(501) 882-5128,https://www.healthy.arkansas.gov/health-units/detail/white-county-health-unit-searcy,,,True,"306 N Gum ST Beebe, AR 72012-3230"
Woodruff County Health Unit,Woodruff,Augusta,AR,72006,(870) 347-5061,https://www.healthy.arkansas.gov/health-units/detail/woodruff-county-health-unit-augusta,,,True,"623 N 9Th St # 628 Augusta, AR 72006-2129"
Yell County Health Units (Danville & Dardanelle),Yell County Health Units (Danville & Dardanelle),Dardanelle,AR,72834,(479) 495-2741,https://www.healthy.arkansas.gov/health-units/detail/yell-county-health-unit-dardanelle,,,True,"719 N 5th ST Dardanelle, AR 72834-3415"
Alameda County Public Health Department,Alameda,Leandro,CA,94577,(510) 267-8000,http://www.acphd.org,,,True,"1100 San Leandro Blvd San Leandro, CA 94577-1595"
Alpine County Health and Human Services,Alpine,Markleeville,CA,96120,(530) 694-2135 (249),https://www.alpinecountyca.gov/552/Health-Human-Services,,,True,"75 Diamond Valley Rd Unit B Markleeville, CA 96120-9579"
Amador County Health Department,Amador,Creek,CA,95685,(209) 223-6470,https://www.amadorgov.org/departments/health-human-services,,,True,"10877 Conductor Blvd Sutter Creek, CA 95685-9688"
Butte County Department of Public Health,Butte,Oroville,CA,95965,(530) 552-3820,https://www.buttecounty.net/610/Public-Health,,,True,"202 Mira Loma Dr Oroville, CA 95965-3500"
Calaveras County Public Health Department,Calaveras,Andreas,CA,95249,(209) 754-6460,https://publichealth.calaverasgov.us/,,,True,"891 Mountain Ranch Rd San Andreas, CA 95249-9713"
City of Berkeley Public Health Division,City of Berkeley,Berkeley,CA,94704,(510) 981-5300,https://www.cityofberkeley.info/publichealth/,,,True,"1947 Center St Berkeley, CA 94704-1169"
City of Pasadena Public Health Department,City of Pasadena,Pasadena,CA,91103,(626) 744-6046,http://www.cityofpasadena.net/PublicHealth/,,,True,"1845 N Fair Oaks Ave Pasadena, CA 91103-1620"
Cold Springs Rancheria Health Services,Cold Springs Rancheria,Tollhouse,CA,93667,(559) 214-1738,https://coldspringsrancheria.gov,,,True,"PO Box 209 Tollhouse, CA 93667-0209"
Contra Costa Health Services,Contra Costa,Martinez,CA,94553,(925) 957-2679,https://www.cchealth.org,,,True,"597 Center Ave Ste 200 Martinez, CA 94553-4669"
County Of Colusa Public Health,County Of Colusa,Colusa,CA,95932,(530) 458-0349,https://www.countyofcolusa.org/99/Public-Health,,,True,"251 E Webster St Colusa, CA 95932-2951"
"County of San Diego HHSA, Public Health Services","County of San Diego HHSA,",Diego,CA,92123,(619) 531-5800,http://www.sandiegocounty.gov/hhsa/programs/phs/,https://www.facebook.com/SDCountyHHSA/,https://twitter.com/sandiegocounty,True,"5530 Overland Ave Ste 210 San Diego, CA 92123-1261"
County of Santa Barbara Health Department,County of Santa Barbara,Barbara,CA,93110,(805) 681-5100,http://www.sbcphd.org,,,True,"300 N San Antonio Rd Santa Barbara, CA 93110-1316"
Del Norte County Public Health,Del Norte,City,CA,95531,(707) 464-3191,https://www.co.del-norte.ca.us/departments/publichealth,,,True,"880 Northcrest Dr Crescent City, CA 95531-2313"
El Dorado County Public Health Division,El Dorado,Placerville,CA,95667,(530) 621-6100,https://www.eldoradocounty.ca.gov/Health-Well-Being/Public-Health,https://www.facebook.com/edcpreparedness,https://twitter.com/edcpreparedness,True,"3057 Briw RD Ste Placerville, CA 95667-5330"
Fresno County Department of Public Health,Fresno,Fresno,CA,93721,(559) 600-3200,https://www.co.fresno.ca.us/departments/public-health,,,True,"1221 Fulton St Fresno, CA 93721"
Glenn County Health Department,Glenn,Willows,CA,95988,(530) 934-6588,https://www.countyofglenn.net/dept/health-human-services/public-health/welcome,,,True,"240 N Villa Ave Willows, CA 95988-2641"
Hoopa Valley Tribe - Kima Medical Center,Hoopa Valley Tribe - Kima Medical,Hoopa,CA,95546,(530) 625-4261,https://www.kimaw.org/,,,True,"PO Box 1288 Hoopa, CA 95546"
Humboldt County Department of Health and Human Services,Humboldt,Eureka,CA,95501,(707) 268-2121,http://www.humboldtgov.org/330/Public-Health,,https://twitter.com/HumCoDHHS,True,"529 I St Eureka, CA 95501-1116"
Imperial County Health Department,Imperial,Centro,CA,92243,(442) 265-1339,https://www.icphd.org/,,,True,"935 Broadway Ave El Centro, CA 92243-2349"
"Indian Health Council, Inc.","Indian Health Council, Inc.",Valley,CA,92061,(760) 749-1410,,,,True,"PO Box 406 Pauma Valley, CA 92061-0406"
Inyo County Public Health & Prevention,Inyo County Public Health & Prevention,Bishop,CA,93514,(760) 873-7359,https://www.inyocounty.us/public-health-and-prevention,,,True,"1360 N Main ST Ste 213 Bishop, CA 93514-3013"
Kern County Health Department,Kern,Bakersfield,CA,93306,(661) 862-8775,https://kernpublichealth.com/,,,True,"1800 Mount Vernon Ave Bakersfield, CA 93306-3302"
Kings County Department of Public Health,Kings,Hanford,CA,93230,(559) 852-2625,https://www.kcdph.com/,,,True,"460 Kings County DR Hanford, CA 93230-5953"
Lake County Department of Health Services,Lake,Lakeport,CA,95453,(707) 263-1090,https://www.lakecountyca.gov/158/Public-Health,,,True,"922 Bevins Ct Lakeport, CA 95453-9754"
Lassen County Health Public Health,Lassen,Susanville,CA,96130,(530) 251-8183,https://www.lassencounty.gov/311/Public-Health,,,True,"1445 Paul Bunyan Rd Susanville, CA 96130-3201"
Long Beach City Department of Health and Human Services,Long Beach,Beach,CA,90815,(562) 570-4016,http://www.longbeach.gov/health/,,,True,"2525 Grand Ave Long Beach, CA 90815-1765"
Los Angeles County Department of Public Health,Los Angeles,Angeles,CA,90012,(800) 339-6993,http://publichealth.lacounty.gov/,,,True,"313 N Figueroa Ave, Ste 802 Los Angeles, CA 90012"
Madera County Department of Public Health,Madera,Madera,CA,93638,(559) 675-7703,https://www.maderacounty.com/government/public-health,,,True,"1604 Sunrise Ave Madera, CA 93638"
Marin County Health and Human Services,Marin,Rafael,CA,94901,(415) 473-4163,https://www.marinhhs.org/,,,True,"3240 Kerner Blvd. San Rafael, CA 94901"
Mariposa County Health Department,Mariposa,Mariposa,CA,95338,(209) 966-3689,https://www.mariposacounty.org/89/Health-Services-Division,,,True,"PO BOX 99 Mariposa, CA 95338"
Mendocino County Public Health,Mendocino,Ukiah,CA,95482,(707) 472-2700,https://www.mendocinocounty.gov/departments/public-health,,,True,"1120 S Dora St Ukiah, CA 95482-6340"
Merced County Department of Public Health,Merced,Merced,CA,95341,(209) 381-1203,http://www.co.merced.ca.us/index.aspx?nid=82,,,True,"260 E 15Th St Merced, CA 95341-6216"
Modoc County Public Health Department,Modoc,Alturas,CA,96101,(530) 233-7052,https://publichealth.co.modoc.ca.us/,,,True,"229 W Mcdowell Ave Alturas, CA 96101-3933"
Mono County Health Department,Mono,Lakes,CA,93546,(760) 924-1763,http://www.monohealth.com,,,True,"PO BOX 3329 Mammoth Lakes, CA 93546-3329"
Monterey County Health Department,Monterey,Salinas,CA,93906,(831) 755-4585,http://www.mtyhd.org,,,True,"1270 Natividad Rd Salinas, CA 93906-3144"
